text,label,source
"Hello, How much does the service cost? I appreciate it.",faq,Concierge curated router examples
"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",spam,UCI SMS Spam Collection
"Hi, I would like to sign up.",sales_or_contact,Concierge curated router examples
"Please, I want information. Thanks.",ambiguous,Concierge curated router examples
"Please, What now?",ambiguous,Concierge curated router examples
Quick question: I want to order this product. Thanks.,sales_or_contact,Concierge curated router examples
Where are you located? Can you help?,faq,Concierge curated router examples
"Hi, Give me a human agent. I appreciate it.",human_request,Concierge curated router examples
URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,spam,UCI SMS Spam Collection
Quick question: This is confusing. I appreciate it.,ambiguous,Concierge curated router examples
"Please, I want to talk to support. Can you help?",human_request,Concierge curated router examples
Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,spam,UCI SMS Spam Collection
Quick question: Can a staff member reply?,human_request,Concierge curated router examples
"Hi, Help. Please.",ambiguous,Concierge curated router examples
Quick question: Can I reserve a spot for tomorrow? Thanks.,sales_or_contact,Concierge curated router examples
"Please, Can you help me with this? Can you help?",ambiguous,Concierge curated router examples
"Please, Do you offer delivery?",faq,Concierge curated router examples
"Hi, Can a staff member reply? Thanks.",human_request,Concierge curated router examples
"Hi, How do I reset my password? I appreciate it.",faq,Concierge curated router examples
"Hello, I need live support. I appreciate it.",human_request,Concierge curated router examples
Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,spam,UCI SMS Spam Collection
"Please, Please escalate this to a person. I appreciate it.",human_request,Concierge curated router examples
I want to request a demo. Thanks.,sales_or_contact,Concierge curated router examples
I would like to sign up.,sales_or_contact,Concierge curated router examples
Quick question: I want to request a demo. Please.,sales_or_contact,Concierge curated router examples
Quick question: Please connect me with an agent. Please.,human_request,Concierge curated router examples
Quick question: I need an employee to handle this. Thanks.,human_request,Concierge curated router examples
Quick question: Can you handle a few things for me? Can you help?,ambiguous,Concierge curated router examples
"Hi, I want to request a demo.",sales_or_contact,Concierge curated router examples
Something is wrong. Thanks.,ambiguous,Concierge curated router examples
Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.,spam,UCI SMS Spam Collection
"Hello, I want to speak with customer service. Please.",human_request,Concierge curated router examples
"Please, I want to start today. Please.",sales_or_contact,Concierge curated router examples
"Please, Do you accept credit cards?",faq,Concierge curated router examples
Quick question: Can I get a custom plan? I appreciate it.,sales_or_contact,Concierge curated router examples
Tell me more. Can you help?,ambiguous,Concierge curated router examples
"Hi, Can I speak with sales? Please.",sales_or_contact,Concierge curated router examples
Quick question: Can I change my appointment time? Can you help?,faq,Concierge curated router examples
"Hi, Can you handle a few things for me? I appreciate it.",ambiguous,Concierge curated router examples
"Hi, I need human support. Can you help?",human_request,Concierge curated router examples
"Please, I want information. I appreciate it.",ambiguous,Concierge curated router examples
How does the booking process work? Please.,faq,Concierge curated router examples
2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out,spam,UCI SMS Spam Collection
Quick question: I want to speak with customer service. Can you help?,human_request,Concierge curated router examples
Quick question: This bot is not helping me. Please.,human_request,Concierge curated router examples
I am looking for a package for my company. Can you help?,sales_or_contact,Concierge curated router examples
"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",spam,UCI SMS Spam Collection
Quick question: I want information. Thanks.,ambiguous,Concierge curated router examples
"Please, Can a staff member reply?",human_request,Concierge curated router examples
What services do you provide? Thanks.,faq,Concierge curated router examples
Quick question: How much does the service cost? I appreciate it.,faq,Concierge curated router examples
"Hi, I am interested in buying your service. Thanks.",sales_or_contact,Concierge curated router examples
"Hello, What now?",ambiguous,Concierge curated router examples
A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611,spam,UCI SMS Spam Collection
"Hello, What is included in the package? Please.",faq,Concierge curated router examples
"Hello, Please open a support ticket. Thanks.",human_request,Concierge curated router examples
"Please, What are your opening hours? Please.",faq,Concierge curated router examples
"Hi, Can I see your menu? Please.",faq,Concierge curated router examples
XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only,spam,UCI SMS Spam Collection
I am looking for a package for my company. Thanks.,sales_or_contact,Concierge curated router examples
"Please, Help. Please.",ambiguous,Concierge curated router examples
Quick question: I want to book an appointment. I appreciate it.,sales_or_contact,Concierge curated router examples
"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk",spam,UCI SMS Spam Collection
PRIVATE! Your 2003 Account Statement for 078,spam,UCI SMS Spam Collection
Quick question: Please take my number and call me back. I appreciate it.,sales_or_contact,Concierge curated router examples
"Hi, What now?",ambiguous,Concierge curated router examples
Please CALL 08712402779 immediately as there is an urgent message waiting for you,spam,UCI SMS Spam Collection
"Hi, Where can I find your contact information? Can you help?",faq,Concierge curated router examples
"Hi, I need assistance.",ambiguous,Concierge curated router examples
"Please, How do I reset my password? Thanks.",faq,Concierge curated router examples
"Hi, Please open a support ticket. Please.",human_request,Concierge curated router examples
Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,spam,UCI SMS Spam Collection
"Please, Can someone from your team help me? I appreciate it.",human_request,Concierge curated router examples
"Hello, What services do you provide? Thanks.",faq,Concierge curated router examples
"Hello, I want to speak with customer service.",human_request,Concierge curated router examples
"Please, What are your opening hours? Can you help?",faq,Concierge curated router examples
Quick question: Tell me more.,ambiguous,Concierge curated router examples
"Please, Please open a support ticket. Can you help?",human_request,Concierge curated router examples
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone,spam,UCI SMS Spam Collection
"Please, I need a sales representative to contact me. Please.",sales_or_contact,Concierge curated router examples
"Hi, I want to book an appointment. Can you help?",sales_or_contact,Concierge curated router examples
Quick question: Give me a human agent. Please.,human_request,Concierge curated router examples
"Please, Please contact me for a quote. Can you help?",sales_or_contact,Concierge curated router examples
"Please, I have multiple questions. Thanks.",ambiguous,Concierge curated router examples
"Hi, I have a problem. Can you help?",ambiguous,Concierge curated router examples
"Hello, Can a staff member reply? Please.",human_request,Concierge curated router examples
