text,label,source,original_label
how many flavors of mnm's are there,ambiguous,CLINC OOS Dataset (test),oos
i need assistance tracking purchase {{Order Number}},sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=track_order
could ya help me to check the termination fee,faq,Bitext Customer Support Intent Dataset,category=CANCEL; intent=check_cancellation_fee
how do i know if there are any updates on my rebate,sales_or_contact,Bitext Customer Support Intent Dataset,category=REFUND; intent=track_refund
I can't edit purchase {{Order Number}},sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=change_order
I can't sign up to your goddamn company newsletter,sales_or_contact,Bitext Customer Support Intent Dataset,category=SUBSCRIPTION; intent=newsletter_subscription
show video of hair styling tips,ambiguous,CLINC OOS Dataset (test),oos
I don't know what I need to do to switch to the {{Account Type}} account,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=switch_account
I want help seeing purchase {{Order Number}} status,sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=track_order
can you store a gun in a safe deposit box,ambiguous,CLINC OOS Dataset (test),oos
I do not know how I can chat with an assistant,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
give me a list of the biographies written by nyu professors after 2001,ambiguous,CLINC OOS Dataset (test),oos
I can't talk with a human agent,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,spam,UCI SMS Spam Collection,spam
can uhelp me correct my personal details,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=edit_account
is espn covering the golden state warriors game,ambiguous,CLINC OOS Dataset (test),oos
I do not know what I need to do to see my rebate status,sales_or_contact,Bitext Customer Support Intent Dataset,category=REFUND; intent=track_refund
how to check what payment options are available,sales_or_contact,Bitext Customer Support Intent Dataset,category=PAYMENT; intent=check_payment_methods
i dont know how i can talk to a human agent,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
help me to take a quick look at my invoice #12588,sales_or_contact,Bitext Customer Support Intent Dataset,category=INVOICE; intent=check_invoice
assistance seeing in what situations can I request a refund,sales_or_contact,Bitext Customer Support Intent Dataset,category=REFUND; intent=check_refund_policy
how to contact an assistant?,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
As a Registered Subscriber yr draw 4 a Â£100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062,spam,UCI SMS Spam Collection,spam
i need assistance buyig several of ur article,sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=place_order
need to checkin which situations can i ask to be refunded,sales_or_contact,Bitext Customer Support Intent Dataset,category=REFUND; intent=check_refund_policy
checking purchase {{Order Number}} status,sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=track_order
can you see the second right inside the fridge,ambiguous,CLINC OOS Dataset (train),oos
what marvel movie did mark ruffalo first appear in,ambiguous,CLINC OOS Dataset (test),oos
needc to talk to an assistant,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
what are bbc headlinesi,ambiguous,CLINC OOS Dataset (train),oos
assistance to speak with bloody customer support,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end,spam,UCI SMS Spam Collection,spam
where do I lodge a damn claim against your business?,faq,Bitext Customer Support Intent Dataset,category=FEEDBACK; intent=complaint
i need help to see at what time i can call customer support,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
I can't check the ETA of the orfer {{Order Number}},sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=track_order
who was the first person to discover cells,ambiguous,CLINC OOS Dataset (test),oos
i cannot speak with a person,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
where to see the damn termination charges?,faq,Bitext Customer Support Intent Dataset,category=CANCEL; intent=check_cancellation_fee
help to see order {{Order Number}} current status,sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=track_order
consumer reclamation against your organization,faq,Bitext Customer Support Intent Dataset,category=FEEDBACK; intent=complaint
i dont know what to do to speak with someone,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
i cant talk to anassistant,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
You can donate Â£2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. Â£2.50 will be added to your next bill,spam,UCI SMS Spam Collection,spam
i dont know how i can talk with someone,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
i try to edit the data on my user account,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=edit_account
what is the price of other company's similar phone plans,ambiguous,CLINC OOS Dataset (test),oos
find out for me as to why people get autism,ambiguous,CLINC OOS Dataset (validation),oos
Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly,spam,UCI SMS Spam Collection,spam
i have to change the personal details,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=edit_account
which piano is best for classical,ambiguous,CLINC OOS Dataset (train),oos
what's my budget for today's shopping trip,ambiguous,CLINC OOS Dataset (test),oos
who has the most subscribers on youtube,ambiguous,CLINC OOS Dataset (train),oos
what do i have to do to talk to a person,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
I do not know how I could buy an article,sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=place_order
Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,spam,UCI SMS Spam Collection,spam
what's the best hand to have in texas hold em,ambiguous,CLINC OOS Dataset (test),oos
what animals have alpha males,ambiguous,CLINC OOS Dataset (train),oos
I don't know how I can leave feedback for your company,faq,Bitext Customer Support Intent Dataset,category=FEEDBACK; intent=review
I need to speak to a person,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
will you block non-kid friendly shows,ambiguous,CLINC OOS Dataset (train),oos
"I need to call damn customer support, how could I do it?",human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,spam,UCI SMS Spam Collection,spam
help me making a reclamation against ur organizatuon,faq,Bitext Customer Support Intent Dataset,category=FEEDBACK; intent=complaint
want assistance seeinhg how long the shipment takes,faq,Bitext Customer Support Intent Dataset,category=DELIVERY; intent=delivery_period
I need help talking with customer service,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
is it possible to order from {{Delivery City}},sales_or_contact,Bitext Customer Support Intent Dataset,category=DELIVERY; intent=delivery_options
I have got to talk with an operator,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7",spam,UCI SMS Spam Collection,spam
why doesn't english have consistent forms,ambiguous,CLINC OOS Dataset (test),oos
I need to see the current status of my refund,sales_or_contact,Bitext Customer Support Intent Dataset,category=REFUND; intent=track_refund
get me a list of the best savings account rates right now,ambiguous,CLINC OOS Dataset (test),oos
need assistance to request rebates of my money,sales_or_contact,Bitext Customer Support Intent Dataset,category=REFUND; intent=get_refund
can you look up grocery coupons for me,ambiguous,CLINC OOS Dataset (test),oos
transferring to agent,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
assistance to see what hours i can call customer service,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
what color is the car,ambiguous,CLINC OOS Dataset (train),oos
i want assistance speaking to ann assistant,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
how do i upgrade my operating system,ambiguous,CLINC OOS Dataset (test),oos
I do not know how I can enter the new delivery address,faq,Bitext Customer Support Intent Dataset,category=SHIPPING; intent=set_up_shipping_address
what time can I contact customer service?,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
do you have a way to leave a comment for a product?,faq,Bitext Customer Support Intent Dataset,category=FEEDBACK; intent=review
I am trying to order several of your article,sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=place_order
can i get in touch with customer support,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
where to make a consumer reclamation,faq,Bitext Customer Support Intent Dataset,category=FEEDBACK; intent=complaint
what do you call someone who was born in segovia,ambiguous,CLINC OOS Dataset (train),oos
change details on premium account,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=edit_account
where do I earn some products?,sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=place_order
can yaa help me talking with a live agent,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
can you add a bag to my reservation,ambiguous,CLINC OOS Dataset (test),oos
go and check the fridge,ambiguous,CLINC OOS Dataset (test),oos
wantr help to solve issues with payment,sales_or_contact,Bitext Customer Support Intent Dataset,category=PAYMENT; intent=payment_issue
